OCPID,Strain,SampleID,DateRecorded,ReportType,ChemicalLab,H2O,TotalTHC,THC,Δ8-THC,Δ9-THC,THCA,THCV,TotalCBD,CBDA,CBDV,CBDVA,CBC,CBG,CBN,α-Pinene,Camphene,Myrcene,β-Pinene,3-Carene,α-Terpinene,D-Limonene,p-Cymene,Ocimene,Eucalyptol,γ-Terpinene,Terpinolene,Linalool,Isopulegol,Geraniol,β-Caryophyllene,α-Humelene,Nerolidol-1,Nerolidol-2,Guaiol,CaryophylleneOxide,α-Bisabolol,GeneticLab,Sample,SampleURL,Organism,OrganismURL,Project,ProjectURL,Study,StudyURL,Run,RunURL,DatePublished,Spots,Bases,Size,Notes
0001164,ACDC,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938050,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938050"" target=""_blank"">SAMN05938050</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448683,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448683"" target=""_blank""><small>SRR4448683</small></a>",2016-10-25,907455,136968716,46.7 MB,
0001165,The Helper,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938051,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938051"" target=""_blank"">SAMN05938051</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448684,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448684"" target=""_blank""><small>SRR4448684</small></a>",2016-10-25,1657967,250217280,85.4 MB,
0001166,Durban Poison,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938056,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938056"" target=""_blank"">SAMN05938056</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448685,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448685"" target=""_blank""><small>SRR4448685</small></a>",2016-10-25,654329,98761511,34.2 MB,
0001167,Bubba Kush,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938057,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938057"" target=""_blank"">SAMN05938057</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448686,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448686"" target=""_blank""><small>SRR4448686</small></a>",2016-10-25,1332505,201105469,68.6 MB,
0001168,Mango Zamal,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938146,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938146"" target=""_blank"">SAMN05938146</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448687,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448687"" target=""_blank""><small>SRR4448687</small></a>",2016-10-25,1762968,266252733,102.4 MB,
0001169,Laos,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938147,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938147"" target=""_blank"">SAMN05938147</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448688,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448688"" target=""_blank""><small>SRR4448688</small></a>",2016-10-25,2493565,376593676,144.5 MB,
0001170,Afterglow,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938118,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938118"" target=""_blank"">SAMN05938118</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448689,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448689"" target=""_blank""><small>SRR4448689</small></a>",2016-10-25,1156052,174492157,60.3 MB,
0001171,Afgoo,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938119,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938119"" target=""_blank"">SAMN05938119</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448690,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448690"" target=""_blank""><small>SRR4448690</small></a>",2016-10-25,1424027,214985841,74.8 MB,
0001172,Cannatonic,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938054,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938054"" target=""_blank"">SAMN05938054</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448691,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448691"" target=""_blank""><small>SRR4448691</small></a>",2016-10-25,543650,82067402,28.5 MB,
0001173,Cannatonic,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938110,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938110"" target=""_blank"">SAMN05938110</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448692,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448692"" target=""_blank""><small>SRR4448692</small></a>",2016-10-25,22633988,3418108787,1.3 GB,
0001174,Sour Bubble 4,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938111,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938111"" target=""_blank"">SAMN05938111</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448693,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448693"" target=""_blank""><small>SRR4448693</small></a>",2016-10-25,1105424,166847867,56.7 MB,
0001175,Catatonic,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938112,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938112"" target=""_blank"">SAMN05938112</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448694,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448694"" target=""_blank""><small>SRR4448694</small></a>",2016-10-25,1249406,188632356,65.5 MB,
0001176,Dogwalker OG,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938113,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938113"" target=""_blank"">SAMN05938113</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448695,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448695"" target=""_blank""><small>SRR4448695</small></a>",2016-10-25,1096388,165540040,59.9 MB,
0001177,Strawberry Cough,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938114,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938114"" target=""_blank"">SAMN05938114</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448696,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448696"" target=""_blank""><small>SRR4448696</small></a>",2016-10-25,774846,116961396,40.5 MB,
0001178,Peach Kush,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938115,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938115"" target=""_blank"">SAMN05938115</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448697,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448697"" target=""_blank""><small>SRR4448697</small></a>",2016-10-25,1137856,171782633,61.8 MB,
0001179,Grand Daddy Purple,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938116,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938116"" target=""_blank"">SAMN05938116</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448698,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448698"" target=""_blank""><small>SRR4448698</small></a>",2016-10-25,1591942,240370787,82.5 MB,
0001180,Romulan Cotton Candy,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938117,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938117"" target=""_blank"">SAMN05938117</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448699,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448699"" target=""_blank""><small>SRR4448699</small></a>",2016-10-25,1040859,157051232,54.3 MB,
0001181,NYC Diesel 06,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938055,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938055"" target=""_blank"">SAMN05938055</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448700,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448700"" target=""_blank""><small>SRR4448700</small></a>",2016-10-25,1091839,164826167,55.4 MB,
0001182,Hmong Thailand,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938151,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938151"" target=""_blank"">SAMN05938151</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448701,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448701"" target=""_blank""><small>SRR4448701</small></a>",2016-10-25,777713,117339864,44.5 MB,
0001183,Chiang Mai Thailand,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938150,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938150"" target=""_blank"">SAMN05938150</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448702,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448702"" target=""_blank""><small>SRR4448702</small></a>",2016-10-25,260055,36397754,14.2 MB,
0001184,PN Columbia Pelo Naranja,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938149,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938149"" target=""_blank"">SAMN05938149</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448703,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448703"" target=""_blank""><small>SRR4448703</small></a>",2016-10-25,2351894,355205224,133.9 MB,
0001185,Isaan Thailand,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938148,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938148"" target=""_blank"">SAMN05938148</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448704,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448704"" target=""_blank""><small>SRR4448704</small></a>",2016-10-25,1850777,278055757,105.6 MB,
0001186,New Caledonia,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938155,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938155"" target=""_blank"">SAMN05938155</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448705,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448705"" target=""_blank""><small>SRR4448705</small></a>",2016-10-25,1741976,263136300,101.3 MB,
0001187,Colombia Taganga,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938154,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938154"" target=""_blank"">SAMN05938154</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448706,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448706"" target=""_blank""><small>SRR4448706</small></a>",2016-10-25,1451912,219288209,84.6 MB,
0001188,Yarkhun E,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938153,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938153"" target=""_blank"">SAMN05938153</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448707,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448707"" target=""_blank""><small>SRR4448707</small></a>",2016-10-25,612863,92284039,35.0 MB,
0001189,Nepal 2010,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938152,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938152"" target=""_blank"">SAMN05938152</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448708,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448708"" target=""_blank""><small>SRR4448708</small></a>",2016-10-25,2592511,391543139,147.8 MB,
0001190,Kali 21 China,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938157,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938157"" target=""_blank"">SAMN05938157</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448709,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448709"" target=""_blank""><small>SRR4448709</small></a>",2016-10-25,2019192,304901408,115.3 MB,
0001191,Colombian 20's,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938156,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938156"" target=""_blank"">SAMN05938156</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448710,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448710"" target=""_blank""><small>SRR4448710</small></a>",2016-10-25,635466,95867820,35.5 MB,
0001192,Animal Cookies,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938085,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938085"" target=""_blank"">SAMN05938085</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448711,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448711"" target=""_blank""><small>SRR4448711</small></a>",2016-10-25,1072498,161929013,54.7 MB,
