OCPID,Strain,SampleID,DateRecorded,ReportType,ChemicalLab,H2O,TotalTHC,THC,Δ8-THC,Δ9-THC,THCA,THCV,TotalCBD,CBDA,CBDV,CBDVA,CBC,CBG,CBN,α-Pinene,Camphene,Myrcene,β-Pinene,3-Carene,α-Terpinene,D-Limonene,p-Cymene,Ocimene,Eucalyptol,γ-Terpinene,Terpinolene,Linalool,Isopulegol,Geraniol,β-Caryophyllene,α-Humelene,Nerolidol-1,Nerolidol-2,Guaiol,CaryophylleneOxide,α-Bisabolol,GeneticLab,Sample,SampleURL,Organism,OrganismURL,Project,ProjectURL,Study,StudyURL,Run,RunURL,DatePublished,Spots,Bases,Size,Notes
0001274,Afgoo,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938223,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938223"" target=""_blank"">SAMN05938223</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448793,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448793"" target=""_blank""><small>SRR4448793</small></a>",2016-10-25,9223209,1392296454,531.6 MB,
0001275,Paraguay 3 1996,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938267,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938267"" target=""_blank"">SAMN05938267</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448794,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448794"" target=""_blank""><small>SRR4448794</small></a>",2016-10-25,264849,39930466,14.2 MB,
0001276,Jamaican Lambsbread 60/70,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938271,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938271"" target=""_blank"">SAMN05938271</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448795,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448795"" target=""_blank""><small>SRR4448795</small></a>",2016-10-25,1277488,192950723,69.2 MB,
0001277,Kazakhstan,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938251,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938251"" target=""_blank"">SAMN05938251</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448796,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448796"" target=""_blank""><small>SRR4448796</small></a>",2016-10-25,548225,82763636,30.0 MB,
0001278,Cannatonic,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938250,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938250"" target=""_blank"">SAMN05938250</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448797,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448797"" target=""_blank""><small>SRR4448797</small></a>",2016-10-25,20678017,3122473245,1.1 GB,
0001279,Jack Herer,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938249,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938249"" target=""_blank"">SAMN05938249</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448798,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448798"" target=""_blank""><small>SRR4448798</small></a>",2016-10-25,17613549,2659443185,1002.8 MB,
0001280,Brazil Pernambuco,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938270,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938270"" target=""_blank"">SAMN05938270</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448799,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448799"" target=""_blank""><small>SRR4448799</small></a>",2016-10-25,1459755,220391897,78.4 MB,
0001281,Fisher's CBD,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938247,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938247"" target=""_blank"">SAMN05938247</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448800,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448800"" target=""_blank""><small>SRR4448800</small></a>",2016-10-25,15240925,2301193960,867.9 MB,
0001282,Jack Herer,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938246,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938246"" target=""_blank"">SAMN05938246</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448801,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448801"" target=""_blank""><small>SRR4448801</small></a>",2016-10-25,20556404,3103910564,1.1 GB,
0001283,Papua New Guinea,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938245,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938245"" target=""_blank"">SAMN05938245</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448802,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448802"" target=""_blank""><small>SRR4448802</small></a>",2016-10-25,1158578,173485401,60.2 MB,
0001284,Mangobiche Colombia,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938244,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938244"" target=""_blank"">SAMN05938244</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448803,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448803"" target=""_blank""><small>SRR4448803</small></a>",2016-10-25,4579229,690517780,237.5 MB,
0001285,Bolonska Yugoslavia,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938225,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938225"" target=""_blank"">SAMN05938225</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448804,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448804"" target=""_blank""><small>SRR4448804</small></a>",2016-10-25,6562977,987648296,378.8 MB,
0001286,Thailand,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938265,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938265"" target=""_blank"">SAMN05938265</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448805,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448805"" target=""_blank""><small>SRR4448805</small></a>",2016-10-25,985671,148805383,53.7 MB,
0001287,Mestnayal Bulgaria,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938227,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938227"" target=""_blank"">SAMN05938227</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448806,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448806"" target=""_blank""><small>SRR4448806</small></a>",2016-10-25,2814879,424324496,146.3 MB,
0001288,Mestnayal Ukraine,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938226,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938226"" target=""_blank"">SAMN05938226</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448807,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448807"" target=""_blank""><small>SRR4448807</small></a>",2016-10-25,1768893,265478894,91.6 MB,
0001289,Yugoslavia,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938229,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938229"" target=""_blank"">SAMN05938229</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448808,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448808"" target=""_blank""><small>SRR4448808</small></a>",2016-10-25,2529671,380251134,131.8 MB,
0001290,Odnodomnaya Poland,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938228,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938228"" target=""_blank"">SAMN05938228</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448809,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448809"" target=""_blank""><small>SRR4448809</small></a>",2016-10-25,1115093,165951702,58.7 MB,
0001291,Kazakhstan,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938253,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938253"" target=""_blank"">SAMN05938253</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448810,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448810"" target=""_blank""><small>SRR4448810</small></a>",2016-10-25,464474,69919401,25.2 MB,
0001292,Cinex x 501OG,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938287,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938287"" target=""_blank"">SAMN05938287</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448812,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448812"" target=""_blank""><small>SRR4448812</small></a>",2016-10-25,865665,130719647,47.0 MB,
0001293,Cinex x 501OG,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938286,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938286"" target=""_blank"">SAMN05938286</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448813,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448813"" target=""_blank""><small>SRR4448813</small></a>",2016-10-25,1288131,194484502,70.0 MB,
0001294,Cinex x 501OG,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938285,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938285"" target=""_blank"">SAMN05938285</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448814,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448814"" target=""_blank""><small>SRR4448814</small></a>",2016-10-25,1373333,207326391,75.2 MB,
0001295,Afghanistan Kyber Pass,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938284,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938284"" target=""_blank"">SAMN05938284</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448815,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448815"" target=""_blank""><small>SRR4448815</small></a>",2016-10-25,403309,60822405,21.6 MB,
0001296,Watkins,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938291,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938291"" target=""_blank"">SAMN05938291</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448816,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448816"" target=""_blank""><small>SRR4448816</small></a>",2016-10-25,688493,103911975,37.1 MB,
